,Order Date,Sales,is_holiday,year,month,day_of_year,day_of_week,is_weekend,quarter,sales_lag_1,sales_lag_2,sales_lag_3,sales_lag_7,sales_lag_14,sales_lag_30,sales_lag_365,Profit_lag_7,Quantity_lag_7,Quantity_lag_14,Quantity_lag_30,rolling_mean_sales_3d,rolling_mean_sales_7d,rolling_mean_sales_14d,rolling_mean_sales_30d,rolling_mean_sales_1q
19,2011-01-23,0.0,0,2011,1,23,6,1,1,25.248,2673.87,378.594,149.95,0.0,0.0,0.0,65.978,5.0,0.0,0.0,899.7059999999997,491.7914285714286,522.3970714285714,0.0,0.0
20,2011-01-24,46.019999999999996,0,2011,1,24,0,0,1,0.0,25.248,2673.87,299.964,40.544,0.0,0.0,-5.933499999999999,14.0,5.0,0.0,23.7559999999997,455.5137142857143,522.7882142857143,0.0,0.0
21,2011-01-25,0.0,0,2011,1,25,1,0,1,46.019999999999996,0.0,25.248,0.0,54.83,0.0,0.0,0.0,0.0,2.0,0.0,15.339999999999696,455.51371428571423,518.8717857142857,0.0,0.0
22,2011-01-26,0.0,0,2011,1,26,2,0,1,0.0,46.019999999999996,0.0,64.864,9.94,0.0,0.0,6.4864,4.0,2.0,0.0,15.339999999999696,446.24742857142854,518.1617857142858,0.0,0.0
23,2011-01-27,1097.25,0,2011,1,27,3,0,1,0.0,0.0,46.019999999999996,378.594,0.0,0.0,0.0,-287.9976,24.0,0.0,0.0,365.7499999999997,548.9125714285714,596.5367857142857,0.0,0.0
24,2011-01-28,426.67,0,2011,1,28,4,0,1,1097.25,0.0,0.0,2673.87,3553.795,0.0,0.0,584.3695,58.0,48.0,0.0,507.9733333333331,227.88400000000001,373.1707142857143,0.0,0.0
25,2011-01-29,3.928,0,2011,1,29,5,1,1,426.67,1097.25,0.0,25.248,61.96,0.0,0.0,4.1028,3.0,4.0,0.0,509.28266666666633,224.83828571428572,369.0255714285714,0.0,0.0
26,2011-01-30,0.0,0,2011,1,30,6,1,1,3.928,426.67,1097.25,0.0,149.95,0.0,0.0,0.0,0.0,5.0,0.0,143.53266666666636,224.83828571428572,358.3148571428571,0.0,0.0
27,2011-01-31,240.5,0,2011,1,31,0,0,1,0.0,3.928,426.67,46.019999999999996,299.964,0.0,0.0,19.2384,9.0,14.0,0.0,81.4759999999997,252.62114285714284,354.06742857142854,0.0,0.0
28,2011-02-01,290.666,0,2011,2,32,1,0,1,240.5,0.0,3.928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.055333333333,294.1448571428572,374.8292857142857,0.0,0.0
29,2011-02-02,468.9,0,2011,2,33,2,0,1,290.666,240.5,0.0,0.0,64.864,0.0,0.0,0.0,0.0,4.0,0.0,333.355333333333,361.1305714285714,403.68899999999996,490.1931666666667,0.0
30,2011-02-03,211.64600000000002,0,2011,2,34,3,0,1,468.9,290.666,240.5,1097.25,378.594,16.448,0.0,150.327,38.0,24.0,2.0,323.737333333333,234.6157142857143,391.7641428571429,496.6997666666667,0.0
31,2011-02-04,97.11200000000001,0,2011,2,35,4,0,1,211.64600000000002,468.9,290.666,426.67,2673.87,288.06,0.0,9.6827,8.0,58.0,8.0,259.21933333333305,187.536,207.71,490.33483333333334,0.0
32,2011-02-05,134.38400000000001,0,2011,2,36,5,1,1,97.11200000000001,211.64600000000002,468.9,3.928,25.248,19.536,0.0,1.3257,1.0,3.0,3.0,147.71399999999971,206.17257142857144,215.50542857142858,494.1631,0.0
33,2011-02-06,0.0,0,2011,2,37,6,1,1,134.38400000000001,97.11200000000001,211.64600000000002,0.0,0.0,4407.1,0.0,0.0,0.0,0.0,30.0,77.16533333333304,206.17257142857144,215.50542857142858,347.2597666666667,0.0
34,2011-02-07,330.512,0,2011,2,38,0,0,1,0.0,134.38400000000001,97.11200000000001,240.5,46.019999999999996,87.15799999999999,0.0,11.6502,4.0,9.0,10.0,154.96533333333304,219.03142857142856,235.82628571428572,355.3715666666667,0.0
35,2011-02-08,180.32,0,2011,2,39,1,0,1,330.512,0.0,134.38400000000001,290.666,0.0,0.0,0.0,3.4196,2.0,0.0,0.0,170.27733333333302,203.26771428571433,248.7062857142857,361.3822333333334,0.0
36,2011-02-09,14.56,0,2011,2,40,2,0,1,180.32,330.512,0.0,468.9,0.0,40.544,0.0,206.316,6.0,0.0,5.0,175.13066666666634,138.362,249.7462857142857,360.5161,0.0
37,2011-02-10,0.0,0,2011,2,41,3,0,1,14.56,180.32,330.512,211.64600000000002,1097.25,54.83,0.0,7.152499999999999,12.0,38.0,2.0,64.9599999999997,108.12685714285713,171.3712857142857,358.68843333333336,0.0
38,2011-02-11,0.0,0,2011,2,42,4,0,1,0.0,14.56,180.32,97.11200000000001,426.67,9.94,0.0,31.5614,5.0,8.0,2.0,4.853333333333031,94.25371428571428,140.89485714285715,358.3571,0.0
39,2011-02-12,2043.4,0,2011,2,43,5,1,1,0.0,0.0,14.56,134.38400000000001,3.928,0.0,0.0,51.1432,9.0,1.0,0.0,681.1333333333331,366.9702857142857,286.57142857142856,426.47043333333335,0.0
40,2011-02-13,129.568,0,2011,2,44,6,1,1,2043.4,0.0,0.0,0.0,0.0,3553.795,0.0,0.0,0.0,0.0,48.0,724.3226666666665,385.48,295.82628571428575,312.32953333333336,0.0
41,2011-02-14,0.0,0,2011,2,45,0,0,1,129.568,2043.4,0.0,330.512,240.5,61.96,0.0,76.4833,12.0,4.0,4.0,724.3226666666665,338.264,278.6477142857143,310.26419999999996,0.0
42,2011-02-15,576.726,0,2011,2,46,1,0,1,0.0,129.568,2043.4,180.32,290.666,149.95,0.0,59.3488,11.0,2.0,5.0,235.43133333333301,394.89342857142856,299.08057142857143,324.4900666666667,0.0
43,2011-02-16,21.36,0,2011,2,47,2,0,1,576.726,0.0,129.568,14.56,468.9,299.964,0.0,5.5328,2.0,6.0,14.0,199.3619999999997,395.86485714285715,267.1134285714286,315.20326666666665,0.0
44,2011-02-17,9.04,0,2011,2,48,3,0,1,21.36,576.726,0.0,0.0,211.64600000000002,0.0,0.0,0.0,0.0,12.0,0.0,202.37533333333303,397.15628571428573,252.64157142857147,315.50460000000004,0.0
45,2011-02-18,54.208,0,2011,2,49,4,0,1,9.04,21.36,576.726,0.0,97.11200000000001,64.864,0.0,0.0,0.0,5.0,4.0,28.202666666666364,404.90028571428576,249.577,315.1494,0.0
46,2011-02-19,37.784,0,2011,2,50,5,1,1,54.208,9.04,21.36,2043.4,134.38400000000001,378.594,0.0,293.5285,25.0,9.0,24.0,33.67733333333303,118.38371428571425,242.677,303.78906666666666,0.0
47,2011-02-20,0.0,0,2011,2,51,6,1,1,37.784,54.208,9.04,129.568,0.0,2673.87,0.0,-24.294,2.0,0.0,58.0,30.663999999999692,99.87399999999995,242.677,214.6600666666667,0.0
48,2011-02-21,95.59,1,2011,2,52,0,0,1,0.0,37.784,54.208,0.0,330.512,25.248,0.0,0.0,0.0,12.0,3.0,44.45799999999969,113.52971428571425,225.89685714285716,217.00480000000002,0.0
49,2011-02-22,8.85,0,2011,2,53,1,0,1,95.59,0.0,37.784,576.726,180.32,0.0,0.0,120.1764,10.0,11.0,0.0,34.81333333333303,32.404571428571394,213.64900000000003,217.29980000000003,0.0
50,2011-02-23,19.44,0,2011,2,54,2,0,1,8.85,95.59,0.0,21.36,14.56,46.019999999999996,0.0,7.209,5.0,2.0,9.0,41.29333333333303,32.13028571428568,213.99757142857146,216.41379999999998,0.0
51,2011-02-24,11.364,0,2011,2,55,3,0,1,19.44,8.85,95.59,9.04,0.0,0.0,0.0,-15.658,5.0,0.0,0.0,13.217999999999696,32.46228571428568,214.80928571428575,216.79260000000002,0.0
52,2011-02-25,55.672,0,2011,2,56,4,0,1,11.364,19.44,8.85,54.208,0.0,0.0,0.0,8.8088,14.0,0.0,0.0,28.82533333333303,32.671428571428535,218.78585714285717,218.64833333333334,0.0
53,2011-02-26,0.0,0,2011,2,57,5,1,1,55.672,11.364,19.44,37.784,2043.4,1097.25,0.0,-13.846799999999998,7.0,25.0,38.0,22.34533333333303,27.273714285714252,72.82871428571428,182.07333333333332,0.0
54,2011-02-27,0.0,0,2011,2,58,6,1,1,0.0,55.672,11.364,0.0,129.568,426.67,0.0,0.0,0.0,2.0,8.0,18.557333333333027,27.273714285714252,63.57385714285714,167.851,0.0
55,2011-02-28,19.456,0,2011,2,59,0,0,1,0.0,0.0,55.672,95.59,0.0,3.928,0.0,35.5612,9.0,0.0,1.0,6.485333333333028,16.397428571428538,64.96357142857143,168.3686,0.0
56,2011-03-01,2203.151,0,2011,3,60,1,0,1,19.456,0.0,0.0,8.85,576.726,0.0,0.0,-13.7175,5.0,10.0,0.0,740.8689999999997,329.86899999999997,181.1367857142857,241.80696666666665,0.0
57,2011-03-02,202.384,0,2011,3,61,2,0,1,2203.151,19.456,0.0,19.44,21.36,240.5,0.0,9.3312,3.0,5.0,4.0,808.330333333333,356.0038571428571,194.0670714285714,240.53643333333332,0.0
58,2011-03-03,1345.8919999999998,0,2011,3,62,3,0,1,202.384,2203.151,19.456,11.364,9.04,290.666,0.0,-4.522500000000001,6.0,5.0,2.0,1250.4756666666663,546.6507142857142,289.55649999999997,275.7106333333333,0.0
59,2011-03-04,370.452,0,2011,3,63,4,0,1,1345.8919999999998,202.384,2203.151,55.672,54.208,468.9,0.0,18.789299999999997,7.0,14.0,6.0,639.5759999999997,591.6192857142856,312.1453571428571,272.42903333333334,0.0
60,2011-03-05,705.562,0,2011,3,64,5,1,1,370.452,1345.8919999999998,202.384,0.0,37.784,211.64600000000002,0.0,0.0,0.0,7.0,12.0,807.3019999999997,692.413857142857,359.84378571428573,288.89289999999994,0.0
61,2011-03-06,0.0,0,2011,3,65,6,1,1,705.562,370.452,1345.8919999999998,0.0,0.0,97.11200000000001,0.0,0.0,0.0,0.0,5.0,358.67133333333305,692.413857142857,359.84378571428573,285.6558333333333,0.0
62,2011-03-07,1561.062,0,2011,3,66,0,0,1,0.0,705.562,370.452,19.456,95.59,134.38400000000001,0.0,3.4048,4.0,9.0,9.0,755.541333333333,912.6432857142855,464.5203571428571,333.2117666666666,0.0
63,2011-03-08,0.0,0,2011,3,67,1,0,1,1561.062,0.0,705.562,2203.151,8.85,0.0,0.0,-208.96140000000003,40.0,5.0,0.0,520.3539999999997,597.9074285714285,463.88821428571424,333.2117666666666,0.0
64,2011-03-09,0.0,0,2011,3,68,2,0,1,0.0,1561.062,0.0,202.384,19.44,330.512,0.0,56.0112,11.0,3.0,12.0,520.3539999999997,568.9954285714285,462.4996428571429,322.1947,0.0
65,2011-03-10,741.956,0,2011,3,69,3,0,1,0.0,0.0,1561.062,1345.8919999999998,11.364,180.32,0.0,-629.7988999999999,35.0,6.0,11.0,247.31866666666636,482.7188571428572,514.6847857142857,340.91589999999997,0.0
66,2011-03-11,918.314,0,2011,3,70,4,0,1,741.956,0.0,0.0,370.452,55.672,14.56,0.0,20.0778,8.0,7.0,2.0,553.4233333333331,560.9848571428571,576.3020714285714,371.0410333333333,0.0
67,2011-03-12,0.0,0,2011,3,71,5,1,1,918.314,741.956,0.0,705.562,0.0,0.0,0.0,261.19010000000003,16.0,0.0,0.0,553.4233333333331,460.1902857142857,576.3020714285714,371.0410333333333,0.0
68,2011-03-13,0.0,0,2011,3,72,6,1,1,0.0,918.314,741.956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.10466666666633,460.1902857142857,576.3020714285714,371.0410333333333,0.0
69,2011-03-14,2108.55,0,2011,3,73,0,0,1,0.0,0.0,918.314,1561.062,19.456,2043.4,0.0,134.1539,27.0,4.0,25.0,702.8499999999998,538.4028571428572,725.5230714285715,373.2127,0.0
70,2011-03-15,370.78200000000004,0,2011,3,74,1,0,1,2108.55,0.0,0.0,0.0,2203.151,129.568,0.0,0.0,0.0,40.0,2.0,826.4439999999998,591.3717142857142,594.6395714285715,381.25316666666663,0.0
71,2011-03-16,471.92,0,2011,3,75,2,0,1,370.78200000000004,2108.55,0.0,0.0,202.384,0.0,0.0,0.0,0.0,11.0,0.0,983.7506666666665,658.7888571428572,613.8921428571429,396.98383333333334,0.0
72,2011-03-17,3960.358,0,2011,3,76,3,0,1,471.92,370.78200000000004,2108.55,741.956,1345.8919999999998,576.726,0.0,4.188600000000001,9.0,35.0,10.0,1601.0199999999998,1118.5605714285716,800.6397142857143,509.7715666666666,0.0
73,2011-03-18,28106.716,0,2011,3,77,4,0,1,3960.358,471.92,370.78200000000004,918.314,370.452,21.36,0.0,279.06100000000004,39.0,8.0,5.0,10846.331333333334,5002.618,2781.8014285714285,1445.9500999999998,0.0
74,2011-03-19,590.762,0,2011,3,78,5,1,1,28106.716,3960.358,471.92,0.0,705.562,9.04,0.0,0.0,0.0,16.0,5.0,10885.945333333333,5087.012571428572,2773.601428571429,1465.3408333333332,0.0
75,2011-03-20,0.0,0,2011,3,79,6,1,1,590.762,28106.716,3960.358,0.0,0.0,54.208,0.0,0.0,0.0,0.0,14.0,9565.826,5087.012571428572,2773.601428571429,1463.5339,0.0
76,2011-03-21,4109.816,0,2011,3,80,0,0,1,0.0,590.762,28106.716,2108.55,1561.062,37.784,0.0,528.5024,38.0,27.0,7.0,1566.859333333332,5372.907714285714,2955.6552857142856,1599.2683,0.0
77,2011-03-22,464.09299999999996,0,2011,3,81,1,0,1,4109.816,0.0,590.762,370.78200000000004,0.0,0.0,0.0,33.598,14.0,0.0,0.0,1524.636333333332,5386.237857142857,2988.8047857142856,1614.7380666666666,0.0
78,2011-03-23,945.064,0,2011,3,82,2,0,1,464.09299999999996,4109.816,0.0,471.92,0.0,95.59,0.0,29.495,2.0,0.0,9.0,1839.6576666666654,5453.829857142858,3056.309357142857,1643.0538666666664,0.0
79,2011-03-24,65.38,0,2011,3,83,3,0,1,945.064,464.09299999999996,4109.816,3960.358,741.956,8.85,0.0,-831.8572,82.0,9.0,5.0,491.51233333333204,4897.404428571428,3007.9824999999996,1644.9382,0.0
80,2011-03-25,459.146,0,2011,3,84,4,0,1,65.38,945.064,464.09299999999996,28106.716,918.314,19.44,0.0,-954.7089000000001,48.0,39.0,3.0,489.8633333333321,947.7515714285713,2975.1847857142857,1659.5950666666665,0.0
81,2011-03-26,145.13,0,2011,3,85,5,1,1,459.146,65.38,945.064,590.762,0.0,11.364,0.0,68.6353,23.0,0.0,6.0,223.21866666666543,884.0898571428571,2985.551214285714,1664.0539333333334,0.0
82,2011-03-27,0.0,0,2011,3,86,6,1,1,145.13,459.146,65.38,0.0,0.0,55.672,0.0,0.0,0.0,0.0,7.0,201.42533333333213,884.0898571428571,2985.551214285714,1662.1981999999998,0.0
83,2011-03-28,1823.8039999999999,0,2011,3,87,0,0,1,0.0,145.13,459.146,4109.816,2108.55,0.0,0.0,1055.3735,39.0,38.0,0.0,656.3113333333321,557.5167142857142,2965.2122142857143,1722.9916666666663,0.0
84,2011-03-29,890.841,0,2011,3,88,1,0,1,1823.8039999999999,0.0,145.13,464.09299999999996,370.78200000000004,0.0,0.0,-50.9345,17.0,14.0,0.0,904.8816666666654,618.4807142857143,3002.3592857142858,1752.6863666666663,0.0
85,2011-03-30,1170.3220000000001,0,2011,3,89,2,0,1,890.841,1823.8039999999999,0.0,945.064,471.92,19.456,0.0,126.9224,11.0,2.0,4.0,1294.988999999999,650.6604285714285,3052.245142857143,1791.0485666666666,0.0
86,2011-03-31,1959.552,0,2011,3,90,3,0,1,1170.3220000000001,890.841,1823.8039999999999,65.38,3960.358,2203.151,0.0,26.2758,7.0,82.0,40.0,1340.238333333332,921.2564285714285,2909.3304285714285,1782.9286,0.0
87,2011-04-01,119.88799999999999,0,2011,4,91,4,0,2,1959.552,1170.3220000000001,890.841,459.146,28106.716,202.384,0.0,96.6684,21.0,48.0,11.0,1083.2539999999988,872.7909999999999,910.2712857142857,1780.1787333333334,0.0
88,2011-04-02,1458.558,0,2011,4,92,5,1,2,119.88799999999999,1959.552,1170.3220000000001,145.13,590.762,1345.8919999999998,0.0,30.7658,16.0,23.0,35.0,1179.3326666666653,1060.4235714285712,972.2567142857142,1783.9342666666666,0.0
89,2011-04-03,233.45,0,2011,4,93,6,1,2,1458.558,119.88799999999999,1959.552,0.0,0.0,370.452,0.0,0.0,0.0,0.0,8.0,603.9653333333321,1093.7735714285714,988.9317142857142,1779.3675333333333,0.0
90,2011-04-04,475.844,0,2011,4,94,0,0,2,233.45,1458.558,119.88799999999999,1823.8039999999999,4109.816,705.562,0.0,-11.075400000000002,11.0,39.0,16.0,722.6173333333321,901.207857142857,729.3622857142857,1771.7102666666665,0.0
91,2011-04-05,5295.098000000001,0,2011,4,95,1,0,2,475.844,233.45,1458.558,890.841,464.09299999999996,0.0,0.0,-152.7156,3.0,17.0,0.0,2001.463999999999,1530.3874285714285,1074.4340714285713,1948.2135333333333,0.0
92,2011-04-06,1650.69,0,2011,4,96,2,0,2,5295.098000000001,475.844,233.45,1170.3220000000001,945.064,1561.062,0.0,232.7529,39.0,11.0,27.0,2473.8773333333324,1599.0114285714285,1124.8359285714287,1951.2011333333332,0.0
93,2011-04-07,1021.1700000000001,0,2011,4,97,3,0,2,1650.69,5295.098000000001,475.844,1959.552,65.38,0.0,0.0,355.1097,29.0,7.0,0.0,2655.6526666666655,1464.9568571428572,1193.1066428571428,1985.2401333333332,0.0
94,2011-04-08,1958.75,0,2011,4,98,4,0,2,1021.1700000000001,1650.69,5295.098000000001,119.88799999999999,459.146,0.0,0.0,26.0896,12.0,21.0,0.0,1543.5366666666657,1727.6514285714286,1300.2212142857145,2050.5317999999997,0.0
95,2011-04-09,0.0,0,2011,4,99,5,1,2,1958.75,1021.1700000000001,1650.69,1458.558,145.13,741.956,0.0,407.39619999999996,29.0,16.0,9.0,993.3066666666655,1519.286,1289.8547857142858,2025.7999333333332,0.0
96,2011-04-10,0.0,0,2011,4,100,6,1,2,0.0,1958.75,1021.1700000000001,233.45,0.0,918.314,0.0,85.6044,7.0,0.0,39.0,652.9166666666655,1485.936,1289.8547857142858,1995.1894666666665,0.0
97,2011-04-11,1915.24,0,2011,4,101,0,0,2,0.0,0.0,1958.75,475.844,1823.8039999999999,0.0,0.0,105.4521,25.0,11.0,0.0,638.4133333333322,1691.564,1296.3859285714284,2059.0308,0.0
98,2011-04-12,1912.123,0,2011,4,102,1,0,2,1915.24,0.0,0.0,5295.098000000001,890.841,0.0,0.0,253.9044,54.0,3.0,0.0,1275.7876666666655,1208.2818571428572,1369.3346428571429,2122.7682333333332,0.0
99,2011-04-13,638.576,0,2011,4,103,2,0,2,1912.123,1915.24,0.0,1650.69,1170.3220000000001,2108.55,0.0,299.5152,38.0,39.0,38.0,1488.6463333333322,1063.6941428571429,1331.3527857142856,2073.7691,0.0
100,2011-04-14,0.0,0,2011,4,104,3,0,2,638.576,1912.123,1915.24,1021.1700000000001,1959.552,370.78200000000004,0.0,305.05600000000004,22.0,29.0,14.0,850.2329999999989,917.8127142857144,1191.3847857142857,2061.4097,0.0
101,2011-04-15,294.71999999999997,0,2011,4,105,4,0,2,0.0,638.576,1912.123,1958.75,119.88799999999999,471.92,0.0,359.8481,27.0,12.0,2.0,311.09866666666545,680.094142857143,1203.8727857142858,2055.503033333333,0.0
102,2011-04-16,39.072,0,2011,4,106,5,1,2,294.71999999999997,0.0,638.576,0.0,1458.558,3960.358,0.0,0.0,0.0,29.0,82.0,111.26399999999877,685.6758571428571,1102.4809285714286,1924.7934999999998,0.0
103,2011-04-17,0.0,0,2011,4,107,6,1,2,39.072,294.71999999999997,0.0,0.0,233.45,28106.716,0.0,0.0,0.0,7.0,48.0,111.26399999999877,685.6758571428571,1085.8059285714287,987.9029666666667,0.0
104,2011-04-18,1020.532,0,2011,4,108,0,0,2,0.0,39.072,294.71999999999997,1915.24,475.844,590.762,0.0,523.2729,37.0,25.0,23.0,353.2013333333321,557.8604285714285,1124.7122142857143,1002.2286333333334,0.0
105,2011-04-19,205.47,0,2011,4,109,1,0,2,1020.532,0.0,39.072,1912.123,5295.098000000001,0.0,0.0,152.6581,35.0,54.0,0.0,408.6673333333321,314.05285714285714,761.1673571428572,1009.0776333333334,0.0
106,2011-04-20,1250.45,0,2011,4,110,2,0,2,205.47,1020.532,0.0,638.576,1650.69,4109.816,0.0,-384.7942,42.0,38.0,39.0,825.4839999999989,401.4634285714286,732.5787857142857,913.7654333333334,0.0
107,2011-04-21,845.36,0,2011,4,111,3,0,2,1250.45,205.47,1020.532,0.0,1021.1700000000001,464.09299999999996,0.0,0.0,0.0,22.0,17.0,767.093333333332,522.2291428571428,720.0209285714285,926.4743333333334,0.0
108,2011-04-22,257.752,0,2011,4,112,4,0,2,845.36,1250.45,205.47,294.71999999999997,1958.75,945.064,0.0,108.0,6.0,27.0,11.0,784.5206666666654,516.9480000000001,598.5210714285714,903.5639333333332,0.0
109,2011-04-23,643.98,0,2011,4,113,5,1,2,257.752,845.36,1250.45,39.072,0.0,65.38,0.0,9.768,6.0,0.0,7.0,582.3639999999988,603.3634285714286,644.5196428571428,922.8506000000001,0.0
110,2011-04-24,0.0,0,2011,4,114,6,1,2,643.98,257.752,845.36,0.0,0.0,459.146,0.0,0.0,0.0,0.0,21.0,300.57733333333215,603.3634285714286,644.5196428571428,907.5457333333335,0.0
111,2011-04-25,2379.9939999999997,0,2011,4,115,0,0,2,0.0,643.98,257.752,1020.532,1915.24,145.13,0.0,169.9374,26.0,37.0,16.0,1007.991333333332,797.5722857142856,677.7163571428571,982.0412,0.0
112,2011-04-26,282.568,0,2011,4,116,1,0,2,2379.9939999999997,0.0,643.98,205.47,1912.123,0.0,0.0,87.5664,17.0,35.0,0.0,887.5206666666654,808.5862857142856,561.3195714285714,991.4601333333334,0.0
113,2011-04-27,0.0,0,2011,4,117,2,0,2,282.568,2379.9939999999997,0.0,1250.45,638.576,1823.8039999999999,0.0,-194.4528,16.0,42.0,11.0,887.5206666666654,629.9505714285714,515.707,930.6666666666666,0.0
114,2011-04-28,2578.476,0,2011,4,118,3,0,2,0.0,282.568,2379.9939999999997,845.36,0.0,890.841,0.0,5.5755,11.0,0.0,3.0,953.6813333333321,877.5385714285715,699.8838571428571,986.9211666666666,0.0
115,2011-04-29,768.8439999999999,0,2011,4,119,4,0,2,2578.476,0.0,282.568,257.752,294.71999999999997,1170.3220000000001,0.0,124.78689999999999,11.0,6.0,39.0,1115.773333333332,950.5517142857143,733.7498571428571,973.5385666666666,0.0
116,2011-04-30,1048.74,0,2011,4,120,5,1,2,768.8439999999999,2578.476,0.0,643.98,39.072,1959.552,0.0,-0.305299999999999,20.0,6.0,29.0,1465.3533333333319,1008.3745714285714,805.869,943.1781666666667,0.0
117,2011-05-01,0.0,0,2011,5,121,6,1,2,1048.74,768.8439999999999,2578.476,0.0,0.0,119.88799999999999,0.0,0.0,0.0,0.0,12.0,605.861333333332,1008.3745714285714,805.869,939.1819,0.0
118,2011-05-02,506.12,0,2011,5,122,0,0,2,0.0,1048.74,768.8439999999999,2379.9939999999997,1020.532,1458.558,0.0,332.8671,21.0,26.0,29.0,518.2866666666654,740.6782857142858,769.1252857142856,907.4339666666667,0.0
119,2011-05-03,72.632,0,2011,5,123,1,0,2,506.12,0.0,1048.74,282.568,205.47,233.45,0.0,40.745,16.0,17.0,7.0,192.9173333333321,710.6874285714285,759.6368571428571,902.0733666666666,861.015775
120,2011-05-04,187.43200000000002,0,2011,5,124,2,0,2,72.632,506.12,0.0,0.0,1250.45,475.844,0.0,0.0,0.0,16.0,25.0,255.39466666666544,737.4634285714285,683.707,892.4596333333334,862.4406416666666
